,year,avg_tree_ring_width,lat,long,elevation,tree_species,organism_group,temp_anom
665328,1981,57.115384615384606,64.83,-148.17,99.0,Picea glauca (Moench) Voss,0,
665329,1982,93.33333333333331,64.83,-148.17,99.0,Picea glauca (Moench) Voss,0,
665330,1983,109.41666666666669,64.83,-148.17,99.0,Picea glauca (Moench) Voss,0,
671773,1880,362.4230769230769,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671774,1881,365.6153846153846,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671775,1882,404.9230769230769,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671776,1883,326.76923076923083,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671777,1884,411.8076923076923,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671778,1885,353.8571428571428,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671779,1886,406.6785714285714,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671780,1887,353.57142857142856,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671781,1888,335.82142857142856,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671782,1889,394.6428571428572,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671783,1890,373.1428571428572,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671784,1891,308.7857142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671785,1892,196.07142857142856,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671786,1893,239.9,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671787,1894,307.1666666666667,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671788,1895,337.3333333333333,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671789,1896,324.56666666666666,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671790,1897,390.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671791,1898,327.26666666666665,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671792,1899,445.53333333333336,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671793,1900,390.9032258064517,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671794,1901,511.9032258064517,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671795,1902,440.3870967741937,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671796,1903,456.1612903225807,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671797,1904,499.483870967742,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671798,1905,461.5,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671799,1906,522.1176470588234,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671800,1907,453.55882352941177,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671801,1908,360.8857142857144,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671802,1909,445.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671803,1910,393.0571428571429,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671804,1911,412.28571428571433,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671805,1912,330.9428571428571,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671806,1913,355.0571428571429,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671807,1914,393.9714285714286,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671808,1915,384.0571428571429,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671809,1916,455.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671810,1917,439.4,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671811,1918,362.0857142857144,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671812,1919,350.7428571428572,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671813,1920,335.45714285714286,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671814,1921,417.28571428571433,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671815,1922,394.0571428571429,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671816,1923,597.3142857142857,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671817,1924,345.57142857142856,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671818,1925,396.6857142857144,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671819,1926,388.74285714285713,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671820,1927,627.0571428571427,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671821,1928,487.4285714285714,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671822,1929,490.25714285714287,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671823,1930,594.1714285714286,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671824,1931,518.9142857142857,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671825,1932,610.4857142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671826,1933,470.4,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671827,1934,491.3714285714285,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671828,1935,428.6285714285714,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671829,1936,407.45714285714286,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671830,1937,359.91428571428565,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671831,1938,463.9428571428571,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671832,1939,524.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671833,1940,404.28571428571433,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671834,1941,302.0285714285713,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671835,1942,421.45714285714286,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671836,1943,411.9714285714286,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671837,1944,421.1428571428572,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671838,1945,532.2857142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671839,1946,548.2857142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671840,1947,316.54285714285714,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671841,1948,428.1428571428572,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671842,1949,326.22857142857146,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671843,1950,307.62857142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671844,1951,279.6857142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671845,1952,368.5142857142857,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671846,1953,344.91428571428565,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671847,1954,352.77142857142854,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671848,1955,353.9714285714286,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671849,1956,380.8,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671850,1957,441.6285714285714,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671851,1958,476.74285714285713,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671852,1959,451.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671853,1960,643.2285714285714,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671854,1961,528.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671855,1962,571.7142857142858,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671856,1963,582.2,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671857,1964,590.0857142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671858,1965,589.6571428571427,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671859,1966,646.4857142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671860,1967,546.2058823529412,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671861,1968,630.5588235294118,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671862,1969,387.6176470588235,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671863,1970,358.1515151515151,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671864,1971,383.2121212121212,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671865,1972,435.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671866,1973,478.2121212121212,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671867,1974,473.27272727272725,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671868,1975,540.4848484848485,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671869,1976,767.0606060606059,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671870,1977,667.3939393939394,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671871,1978,778.8484848484848,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671872,1979,806.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671873,1980,904.818181818182,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671874,1981,943.878787878788,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671875,1982,1150.6060606060605,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671876,1983,1122.6969696969695,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671877,1984,949.7575757575756,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671878,1985,1122.2727272727273,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671879,1986,687.2727272727273,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671880,1987,766.8787878787879,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671881,1988,981.060606060606,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671882,1989,961.0,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671883,1990,816.15625,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671884,1991,649.9375,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671885,1992,915.8125,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671886,1993,665.03125,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671887,1994,781.84375,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671888,1995,1000.6875,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671889,1996,1581.645161290323,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671890,1997,1656.225806451613,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671891,1998,1635.6333333333334,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671892,1999,1389.6,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671893,2000,1379.1379310344828,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671894,2001,1231.9655172413793,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671895,2002,1127.4482758620688,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671896,2003,1059.2142857142858,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671897,2004,1125.607142857143,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671898,2005,877.2962962962962,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
671899,2006,991.9230769230768,67.5167,-140.0,243.0,Picea glauca (Moench) Voss,0,
672350,1880,261.7142857142857,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672351,1881,271.0,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672352,1882,281.0,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672353,1883,356.28571428571433,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672354,1884,540.7142857142857,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672355,1885,563.7142857142858,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672356,1886,645.2857142857142,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672357,1887,900.8571428571428,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672358,1888,725.1428571428571,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672359,1889,630.4285714285714,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672360,1890,686.2857142857142,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672361,1891,586.75,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672362,1892,544.0,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672363,1893,554.125,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672364,1894,505.875,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672365,1895,531.4,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672366,1896,465.3,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672367,1897,449.5,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672368,1898,812.4166666666665,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672369,1899,821.0769230769231,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672370,1900,964.7058823529412,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672371,1901,826.25,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672372,1902,902.5172413793103,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672373,1903,806.3225806451613,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672374,1904,835.5151515151515,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672375,1905,900.0,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672376,1906,848.125,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672377,1907,960.3409090909092,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672378,1908,820.0408163265306,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672379,1909,950.622641509434,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672380,1910,1035.1851851851852,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672381,1911,958.4629629629628,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672382,1912,831.6428571428571,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672383,1913,904.8103448275862,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672384,1914,808.2333333333332,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672385,1915,882.4,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672386,1916,1018.3387096774194,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672387,1917,1004.220588235294,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672388,1918,921.2,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672389,1919,940.7333333333332,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672390,1920,1010.592105263158,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672391,1921,1121.25,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672392,1922,946.0,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672393,1923,955.1625,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672394,1924,865.7951807228917,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672395,1925,1018.1176470588236,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672396,1926,1239.3294117647058,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672397,1927,977.4767441860464,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672398,1928,1086.9444444444443,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672399,1929,1120.3555555555556,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672400,1930,1051.9354838709678,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672401,1931,1045.414141414141,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672402,1932,1229.2647058823532,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672403,1933,1156.0,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672404,1934,1075.6380952380953,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672405,1935,1036.9633027522937,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672406,1936,1042.9174311926606,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672407,1937,882.6638655462185,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672408,1938,924.1596638655462,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672409,1939,961.4453781512605,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672410,1940,899.688524590164,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672411,1941,993.0692307692308,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672412,1942,972.1068702290077,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672413,1943,1009.074074074074,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672414,1944,1024.985401459854,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672415,1945,884.9708029197079,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672416,1946,1139.8467153284669,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672417,1947,1061.1678832116788,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672418,1948,1023.1510791366908,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672419,1949,806.5177304964539,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672420,1950,717.4184397163119,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672421,1951,723.7092198581561,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672422,1952,543.7446808510639,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672423,1953,661.4893617021278,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672424,1954,723.4751773049644,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672425,1955,682.8439716312057,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672426,1956,653.7304964539007,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672427,1957,823.5208333333335,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672428,1958,697.1619718309859,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672429,1959,705.232394366197,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672430,1960,632.2198581560284,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672431,1961,697.4397163120567,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672432,1962,747.1205673758865,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672433,1963,830.3404255319148,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672434,1964,702.3333333333335,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672435,1965,820.950354609929,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672436,1966,812.6928571428572,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672437,1967,695.742857142857,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672438,1968,620.2661870503597,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672439,1969,599.0214285714286,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672440,1970,548.6928571428572,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672441,1971,459.6906474820144,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672442,1972,535.572463768116,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672443,1973,467.89130434782606,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672444,1974,582.5899280575541,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672445,1975,451.6187050359712,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672446,1976,558.3669064748201,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672447,1977,639.7410071942446,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672448,1978,583.2158273381295,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672449,1979,561.6544117647059,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672450,1980,476.1764705882353,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672451,1981,606.2058823529413,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672452,1982,489.1703703703704,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672453,1983,594.1954887218045,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672454,1984,517.060606060606,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672455,1985,490.24242424242425,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672456,1986,508.4242424242424,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672457,1987,530.5114503816794,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672458,1988,532.6821705426356,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672459,1989,473.28125,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672460,1990,494.015625,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672461,1991,473.7903225806453,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672462,1992,350.3884297520661,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672463,1993,451.8181818181818,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672464,1994,437.725,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672465,1995,452.11666666666673,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672466,1996,465.925,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672467,1997,463.54621848739504,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672468,1998,420.5470085470086,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672469,1999,487.6551724137931,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672470,2000,530.5625,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672471,2001,614.3267326732672,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672472,2002,664.1612903225806,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
672473,2003,410.66666666666674,58.53,-93.47,17.0,Picea glauca (Moench) Voss,0,
675187,1880,422.7647058823529,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675188,1881,540.1294117647059,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675189,1882,605.7529411764706,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675190,1883,501.6117647058824,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675191,1884,450.51764705882346,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675192,1885,291.57647058823534,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675193,1886,456.3647058823529,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675194,1887,346.8390804597701,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675195,1888,422.7471264367816,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675196,1889,385.1954022988506,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675197,1890,362.4942528735632,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675198,1891,459.33333333333326,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675199,1892,500.5517241379312,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675200,1893,406.5581395348837,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675201,1894,422.2272727272728,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675202,1895,458.0,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675203,1896,592.7954545454545,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675204,1897,382.8222222222222,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675205,1898,358.0,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675206,1899,542.2777777777778,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675207,1900,458.8777777777778,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675208,1901,460.9222222222222,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675209,1902,576.6666666666666,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675210,1903,322.52222222222224,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675211,1904,467.2555555555555,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675212,1905,445.2555555555555,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675213,1906,474.47777777777776,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675214,1907,430.2888888888888,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675215,1908,244.3820224719101,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675216,1909,212.6516853932584,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675217,1910,350.5168539325843,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675218,1911,394.8202247191011,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675219,1912,264.6741573033708,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675220,1913,400.3483146067416,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675221,1914,491.247191011236,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675222,1915,531.7303370786517,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675223,1916,411.1685393258427,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675224,1917,487.4943820224718,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675225,1918,539.2022471910112,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675226,1919,388.07954545454544,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675227,1920,290.5,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675228,1921,502.39772727272725,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675229,1922,375.625,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675230,1923,496.54545454545456,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675231,1924,176.26136363636363,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675232,1925,442.7386363636364,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675233,1926,408.7613636363636,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675234,1927,481.7386363636364,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675235,1928,404.59090909090907,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675236,1929,236.0681818181818,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675237,1930,357.96590909090907,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675238,1931,227.3409090909091,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675239,1932,271.22727272727275,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675240,1933,365.67045454545456,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675241,1934,355.74418604651163,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
675242,1935,322.2558139534884,61.0333,-138.5,800.0,Picea glauca (Moench) Voss,0,
